Project Number,year,papersNum
5R01CA181178-02,2,1
7R01CA138701-06,6,14
5R01GM072124-20,20,10
5R01GM030054-30,30,1
5R01GM042219-25,25,4
5R01AG031892-06,6,0
5R01AR061376-05,5,1
5R01HD080224-02,2,4
7R01CA175779-03,3,1
5R01GM096889-05,5,1
5R01DK090045-05,5,0
5R01DA017949-10,10,0
5R01AG043483-03,3,0
1R01EB020050-01,1,0
5R01GM110000-02,2,0
5R01HL117345-03,3,0
5R01NS085155-03,3,0
5R01AI083253-06,6,0
5R01AI097307-04,4,0
5R01DC004674-13,13,15
5R01CA140337-05,5,1
5R01GM052022-19,19,1
5R01MD008966-02,2,0
5R01AI073770-09,9,0
5R01GM049825-20,20,0
5R01GM066189-11,11,2
5R01CA140150-06,6,0
5R01DC007910-08,8,0
5R01HL113032-04,4,0
5R01AI103440-03,3,0
5R01NS073653-04,4,0
1R01DK108424-01,1,0
5R01CA181090-02,2,0
5R01AI101935-04,4,0
5R01AR061506-05,5,0
2R01DK038217-24A1,24,0
1R01AI112951-01A1,1,0
1R01DK101528-01A1,1,1
5R01CA164346-04,4,1
5R01DK083688-07,7,1
5R01HL085372-08,8,6
2R01DK067180-11,11,1
5R01GM098509-05,5,0
5R01GM108600-02,2,2
5R01NS080390-04,4,1
5R01HD049653-09,9,3
5R01AI106007-02,2,2
1R01AI120560-01,1,0
5R01DA037287-02,2,0
3R01GM114111-01S1,1,0
5R01MH099645-04,4,0
5R01GM069811-12,12,2
5R01DK098135-02,2,0
5R01AR048155-11,11,0
5R01GM104412-02,2,1
5R01MH099231-03,3,10
3R01GM099844-05S1,5,4
5R01AI081779-05,5,2
5R01DK097566-03,3,1
5R01GM099948-04,4,0
2R01HL096651-06,6,8
5R01HL116452-03,3,1
1R01DE024985-01A1,1,0
5R01AR064297-03,3,6
5R01DA037152-03,3,7
1R01HL129723-01,1,1
5R01CA195653-02,2,0
5R01AI097423-04,4,0
5R01MH101163-03,3,1
1R01HD086313-01,1,0
5R01CA180087-03,3,3
5R01AR014317-42,42,0
5R01HL104193-05,5,1
2R01OD010936-23A1,23,2
1R01HL127649-01,1,0
1R01GM111995-01A1,1,0
5R01HL121330-03,3,0
5R01HL113167-03,3,5
5R01GM108480-03,3,0
1R01AI113766-01A1,1,0
1R01CA188654-01A1,1,0
5R01AG045781-02,2,0
5R01MH091059-05,5,0
5R01CA181244-02,2,0
5R01ES022172-04,4,0
5R01AR063717-04,4,0
5R01AI114618-02,2,0
5R01MH080134-08,8,3
5R01NS079214-04,4,2
5R01AA012171-14,14,1
5R01CA176196-02,2,0
5R01HL090985-05,5,0
1R01HL128337-01,1,0
5R01DK053591-13,13,1
5R01AG043679-02,2,0
7R01AA019983-05,5,0
5R01DK099364-03,3,1
1R01HL128239-01,1,0
2R01GM099142-05,5,0
1R01DK102173-01A1,1,0
5R01DE023841-02,2,1
5R01GM069630-12,12,0
5R01CA094076-14,14,1
5R01GM071968-11,11,0
5R01HD024356-22,22,8
5R01GM059618-15,15,4
5R01AA021726-02,2,1
5R01AI033903-23,23,0
5R01CA155376-05,5,1
5R01AI089718-05,5,0
2R01NS066982-05A1,5,7
5R01GM109199-02,2,0
5R01HL105903-05,5,0
5R01DC006706-07,7,0
5R01DK097838-03,3,1
1R01CA199741-01,1,0
5R01CA129541-09,9,12
5R01GM097243-05,5,0
5R01CA188523-02,2,0
1R01AR066193-01A1,1,0
5R01DK096982-03,3,0
1R01AI110822-01A1,1,0
1R01MH105534-01A1,1,0
5R01GM107287-02,2,0
2R01AA019443-06A1,6,0
5R01DC001919-23,23,0
3R01HL110068-03S1,3,0
3R01GM061068-13S1,13,0
